5603975	locarno	0	1	1	1	1	0	0	0	7.5	116	116	246	1680000
7173867	locarno	0	0	0	0	0	0	0	0	7.5	327	327	180	2150000
6542290	locarno	0	0	0	0	1	0	1	0	6.0	3388	500	60	1460000
7048185	locarno	0	0	0	0	0	0	1	1	7.5	491	491	300	2000000
7145725	locarno	0	1	1	1	1	0	1	1	6.0	2681	218	218	2800000
7093642	locarno	0	0	0	0	1	0	1	0	5.5	160	160	160	850000
7163974	locarno	0	0	0	0	0	0	0	0	9.0	368	368	215	1300000
7113422	locarno	0	0	0	0	0	0	0	0	8.5	1952	242	198	6300000
7203447	locarno	0	0	0	0	1	0	0	0	2.5	60	60	70	460000
7039350	locarno	0	0	1	1	1	0	1	0	5.5	4579	4579	207	2350000
6667520	locarno	0	0	0	0	0	0	0	0	8.0	736	736	220	1550000
7213986	locarno	0	0	0	0	1	0	1	0	5.5	200	200	200	1750000
7124524	locarno	0	1	1	1	1	0	0	1	6.0	221	221	230	1950000
7158013	locarno	0	0	0	0	0	0	0	1	6.5	609	609	238	3980000
7203448	locarno	0	0	0	0	1	0	0	0	2.5	60	60	70	460000
7099447	locarno	0	0	0	0	0	0	0	0	5.5	600	600	205	1750000
4848854	locarno	0	0	0	0	0	0	0	0	4.5	4887	4887	100	85000
7162928	locarno	0	0	0	0	1	0	1	1	4.5	400	400	134	1450000
6449744	locarno	0	0	0	0	0	0	0	0	3.5	114	114	60	385000
7131431	locarno	0	0	0	0	1	0	1	1	6.5	798	798	170	3200000
7149544	locarno	0	0	0	0	0	0	0	0	9.0	368	368	215	1300000
7154723	locarno	0	1	1	1	1	0	1	0	15.0	606	606	606	3100000
7187137	locarno	0	0	0	1	1	0	1	1	7.0	500	400	260	4300000
7187135	locarno	0	0	0	1	1	0	1	1	7.0	500	400	260	2950000
6600123	locarno	0	0	0	1	1	0	1	0	6.0	505	505	202	2250000
7112473	locarno	0	0	0	0	0	0	0	0	8.5	1952	242	198	6300000
7113460	locarno	0	0	0	0	0	0	0	0	8.5	1952	242	198	6300000
7113425	locarno	0	0	0	0	0	0	0	0	8.5	1952	242	198	6300000
7112827	locarno	0	0	0	0	1	0	0	0	6.0	715	715	268	2430000
7165658	locarno	0	0	0	0	1	0	0	0	2.5	60	60	70	460000
4848835	locarno	0	0	0	0	0	0	0	0	8.5	8887	8887	180	130000
6939758	locarno	0	0	0	1	1	0	0	0	4.5	150	150	150	1260000
6920258	locarno	0	0	0	0	1	0	1	0	6.0	4500	4500	207	2350000
6939694	locarno	0	0	0	1	0	0	0	0	4.5	150	150	150	1210000
6939695	locarno	0	0	0	1	0	0	0	0	4.5	150	150	150	1320000
6629146	locarno	0	0	0	0	1	0	0	0	14.5	1952	242	198	5500000
7082624	locarno	0	0	0	0	1	0	1	1	4.5	1952	242	198	3280000
7140214	locarno	0	0	0	0	1	0	0	0	4.5	1952	242	198	1210000
6999908	locarno	0	0	0	0	1	0	1	0	5.5	991	991	180	2725000
6725766	locarno	0	0	0	0	1	0	1	0	5.5	4579	4579	207	2350000
6553008	locarno	0	0	0	0	1	0	1	0	4.5	229	229	175	1390000
7204253	locarno	0	0	0	0	0	0	1	0	5.5	1934	1934	240	1450000
7034912	locarno	0	0	0	0	0	0	1	0	7.5	318	318	272	2980000
6921771	locarno	0	0	0	1	1	0	1	1	5.5	4500	4500	207	2350000
5786563	locarno	0	0	0	0	0	0	0	1	11.0	1200	1200	250	2800000
5288541	locarno	0	0	0	0	1	0	1	1	5.5	1934	1934	212	1450000
6741092	locarno	0	0	0	0	0	0	0	0	6.0	10036	10036	10036	1240000
7110124	locarno	0	0	0	0	0	0	1	1	8.0	453	453	202	2580000
