6510698	zuerich	0	1	1	1	1	0	1	1	5.5	444	260	165	1090000
6549010	zuerich	0	0	0	0	0	0	0	0	8.0	586	44	207	1980000
6841201	zuerich	0	0	0	0	0	0	1	0	6.0	1615	1615	200	1295000
7130609	zuerich	0	0	0	0	0	0	1	1	10.0	1699	1699	600	2300000
7168668	zuerich	0	0	0	0	0	0	0	0	5.5	535	535	177	1035000
7210819	zuerich	0	0	0	0	0	0	1	1	11.0	498	498	446	2950000
6990947	zuerich	0	0	0	1	0	0	1	1	6.5	487	487	210	1265000
6993464	zuerich	0	0	0	0	0	0	1	0	6.5	390	390	155	1160000
7157045	zuerich	0	1	1	1	1	1	1	1	5.5	413	413	135	1645000
7170435	zuerich	0	0	0	0	1	0	1	1	5.5	243	243	143	1240000
7170591	zuerich	0	0	0	0	1	0	1	1	5.5	267	267	143	1260000
7194055	zuerich	0	0	0	0	1	0	1	1	6.0	222	222	222	1330000
6772291	zuerich	1	1	1	1	1	0	1	0	6.5	244	244	200	1130000
6983446	zuerich	0	0	0	1	1	0	1	1	6.5	393	393	179	1545000
7118599	zuerich	0	0	0	1	0	0	0	0	5.5	262	198	147	1230000
7177339	zuerich	0	0	0	0	0	0	0	0	7.5	526	526	209	1099987
7195189	zuerich	0	0	0	0	0	0	0	0	4.5	799	799	799	5900000
7215019	zuerich	0	0	0	0	0	0	1	1	6.0	674	674	225	1025000
6894289	zuerich	0	0	0	0	0	0	0	0	3.5	136	120	105	1280000
7101506	zuerich	0	1	0	0	1	0	1	1	7.5	425	425	425	1180000
7127963	zuerich	0	0	0	0	1	0	0	1	5.5	332	225	180	2270000
7166175	zuerich	0	0	0	0	0	0	0	1	6.5	154	154	176	1090000
7167108	zuerich	0	0	0	0	0	0	1	0	9.0	772	772	200	1150000
7167949	zuerich	0	0	0	0	1	0	1	1	7.5	325	325	210	1127500
7192146	zuerich	0	0	0	0	1	0	0	1	6.5	667	667	170	1300000
6840193	zuerich	0	0	0	1	1	0	0	0	5.5	302	161	100	750000
7095399	zuerich	0	0	0	0	0	0	0	0	5.5	843	843	158	1195000
7117715	zuerich	0	0	0	1	1	0	0	1	6.5	1143	1143	174	1080000
7142372	zuerich	1	1	1	1	1	1	1	1	4.5	92	92	92	1105000
7179047	zuerich	0	0	0	0	1	0	0	1	5.5	754	754	380	3600000
7020553	zuerich	0	0	0	0	1	0	0	0	5.5	367	367	151	1240000
7108580	zuerich	0	0	0	0	1	0	1	1	4.5	393	393	393	800000
7138715	zuerich	0	0	0	1	0	0	1	1	8.0	247	247	186	1465000
7162284	zuerich	0	0	0	0	1	0	1	0	5.5	487	487	205	1850000
7184630	zuerich	0	0	0	0	0	0	0	0	6.0	1464	1464	1464	1600000
7208216	zuerich	0	0	0	0	1	0	1	1	5.5	296	296	174	880000
7037366	zuerich	0	0	0	0	1	0	1	1	8.0	195	195	195	2700000
7087631	zuerich	0	0	0	0	1	0	0	0	5.5	323	323	158	1495000
7118629	zuerich	0	0	0	0	0	0	0	0	5.5	468	468	164	1975000
7123455	zuerich	0	0	0	0	0	0	1	0	5.5	734	734	152	1115000
7166365	zuerich	0	0	0	0	1	0	0	0	7.5	483	483	235	1320000
7170593	zuerich	0	0	0	0	1	0	1	1	5.5	259	259	143	1250000
6856923	zuerich	0	0	0	1	0	0	1	1	5.0	407	407	100	850000
7072998	zuerich	1	1	1	1	1	1	1	1	8.0	500	500	201	1095000
7143041	zuerich	0	0	0	0	1	0	1	1	6.5	639	639	172	1290000
7163436	zuerich	0	0	0	0	0	0	0	0	6.0	826	239	180	1550000
7213151	zuerich	0	0	0	0	0	0	0	1	6.5	180	180	180	1250000
7108558	zuerich	0	0	0	0	0	0	1	0	5.5	443	443	132	1250000
7112901	zuerich	0	0	0	1	0	0	1	1	4.5	175	253	142	985000
7158083	zuerich	0	0	0	0	1	0	1	1	7.5	476	476	183	1120000
7159300	zuerich	0	0	0	1	1	0	1	1	6.5	483	233	180	1890000
7207095	zuerich	0	0	0	1	0	0	1	0	6.5	657	249	168	1690000
6768507	zuerich	1	1	1	1	1	1	1	1	5.5	400	400	148	1360000
7047581	zuerich	0	0	0	0	0	0	0	0	5.5	280	280	216	3800000
7161935	zuerich	0	0	0	1	1	0	1	1	5.5	92	92	166	900000
7164225	zuerich	0	0	0	0	0	0	0	0	5.5	2220	2220	160	1900000
7194820	zuerich	0	0	0	0	1	0	1	1	6.0	176	176	176	980000
6852503	zuerich	0	0	0	0	0	0	0	0	6.5	1003	1003	300	2580000
7062136	zuerich	0	0	0	0	1	0	0	1	6.5	401	401	175	2070000
7062822	zuerich	0	1	1	1	1	0	0	1	6.5	567	567	271	3970000
7087680	zuerich	1	1	0	0	0	0	0	1	4.0	457	457	117	1588000
7116027	zuerich	0	0	0	0	0	0	1	0	8.0	589	589	230	1879000
6909777	zuerich	0	0	0	0	1	0	0	1	5.5	506	506	160	1149000
7137953	zuerich	0	0	0	1	1	0	1	1	6.5	467	467	205	1310000
7155068	zuerich	0	0	0	0	1	0	0	0	5.5	588	588	182	1590000
7168190	zuerich	0	0	0	0	1	0	1	0	10.0	503	503	258	1550000
7173862	zuerich	0	0	0	0	0	0	0	0	5.5	1053	1053	128	1149000
7184969	zuerich	0	0	0	0	0	0	0	0	6.5	494	494	230	1580000
6897509	zuerich	0	1	1	1	1	0	1	1	6.0	400	400	200	1370000
7171067	zuerich	0	0	0	1	0	0	1	1	5.5	644	644	128	998000
7177582	zuerich	0	0	0	1	1	0	1	0	5.5	279	279	120	1390000
7187150	zuerich	0	0	0	0	0	0	1	0	5.0	731	731	90	880000
7197733	zuerich	0	0	0	0	1	0	1	1	5.5	324	324	145	1190000
7213626	zuerich	0	0	0	0	0	0	1	1	6.5	337	337	188	1114000
6734271	zuerich	0	1	1	1	1	0	1	1	6.5	1409	1409	250	1160000
7034290	zuerich	0	0	0	1	1	0	1	0	6.0	535	123	123	790000
7147365	zuerich	1	1	1	1	1	1	1	1	5.5	680	680	130	930000
7170592	zuerich	0	0	0	0	1	0	1	1	5.5	251	251	143	1245000
7182763	zuerich	0	0	0	0	0	0	0	0	5.5	111	111	133	925000
6315787	zuerich	0	1	1	1	1	0	0	1	5.5	300	300	161	2575000
7049632	zuerich	0	0	0	0	1	0	1	1	5.5	733	733	145	1200000
7152446	zuerich	0	0	0	1	0	0	0	0	6.5	260	260	260	1435000
7155153	zuerich	0	0	0	0	0	0	0	0	6.0	797	797	797	480000
7179089	zuerich	0	1	1	1	1	0	1	1	8.0	1171	1171	450	1850000
6887112	zuerich	0	0	0	0	0	0	0	0	5.5	198	198	217	1250000
7018272	zuerich	0	0	0	0	0	0	0	0	9.0	643	643	219	980000
7089827	zuerich	0	0	0	0	0	0	0	0	7.5	752	752	166	1485000
7094686	zuerich	0	0	0	1	0	0	1	0	6.5	172	196	151	920000
7187099	zuerich	0	0	0	1	0	0	0	0	5.5	303	303	132	995000
7199892	zuerich	0	0	0	0	1	0	0	0	5.5	361	361	194	1850000
6559316	zuerich	0	0	0	0	0	0	1	1	6.0	1144	1144	1144	1700000
7110046	zuerich	0	0	0	1	1	0	1	1	5.5	527	527	146	990000
7177327	zuerich	0	0	0	1	1	0	1	1	6.5	305	305	155	739000
